,name,best_loss_test,best_acc_test,best_loss_val,best_acc_val,best_acc_epochs,best_loss_epochs
0,income_group,0.24300925115092073,0.2954363490792634,0.23926800131511458,0.33466773418734985,1,0
1,married,0.12576049609218626,0.7189751801441153,0.12322742715656901,0.710968775020016,1,2
2,high.educ_group,0.05147737574825485,0.8702962369895917,0.045880946089879714,0.8831064851881505,2,2
3,race.ethnicity,0.1250947168867907,0.6861489191353083,0.11513097196507206,0.7149719775820657,2,2
4,female,0.11951285882221402,0.6132906325060048,0.1289500594616318,0.5988791032826261,2,2
5,BMI_norm,0.2639993831002302,4.641534321206966,0.2344346668741243,4.12173879728783,0,2
6,age_norm,2.692707486301541,150.62299839871898,1.524566332753703,85.28025545436348,0,1
7,vol_norm,0.3049204988991193,0.3059580965553693,0.30551333156368843,0.3065528350414707,0,2
8,weight_norm,5.4986950497898315,2990.7866293034426,0.23371480387434948,127.11940802642114,0,1
9,height_norm,1.145715009507606,11.388260608486789,0.7319160504184598,7.275152152972378,0,2
10,nihtbx_fluidcomp_uncorrected_norm,1.019327278228833,0.764558961622423,1.0250326237552543,0.7688382151033326,0,2
11,nihtbx_cryst_uncorrected_norm,1.04124021873749,0.6408822370396317,1.0439680846239492,0.6425611192078663,0,2
12,nihtbx_pattern_uncorrected_norm,1.0291578966298038,0.9262004330026521,1.0156670258081466,0.9140589815602482,0,0
13,nihtbx_picture_uncorrected_norm,0.92263175774995,0.8464025126351081,0.9573367678517815,0.8782405807458467,0,2
14,nihtbx_list_uncorrected_norm,1.0509458347928342,0.8321832270503903,1.0223467836769415,0.8095372293928893,0,0
15,nihtbx_flanker_uncorrected_norm,1.0585531902084167,0.8709938654048238,1.025157332897568,0.8435149486776922,0,1
16,nihtbx_picvocab_uncorrected_norm,1.143756020441353,0.7390599979983987,1.0612146944117795,0.6857242630041533,0,1
17,nihtbx_cardsort_uncorrected_norm,1.035167098522568,0.8897536974892414,1.0819383045498898,0.9299546082178243,0,0
18,nihtbx_totalcomp_uncorrected_norm,1.0079067159977981,0.6237405940377302,1.0112966349642214,0.6258385614741794,0,0
19,nihtbx_reading_uncorrected_norm,0.9792450171074359,0.7196591746053093,1.0141647497685649,0.7453220877483236,0,1
