(11.02316951751709, 26.986587055530016, 17.120567321777344, 39.740203857421875)
(11.229780197143555, 27.686065277805355, 17.654619216918945, 40.867034912109375)
(11.231292883555094, 27.695123617372825, 18.13548215230306, 41.121534983317055)
(10.999066352844238, 27.624784079056862, 17.774651050567627, 40.822543144226074)
(11.017661380767823, 27.775293004706885, 17.810425186157225, 40.64744186401367)
(11.049993594487509, 27.90130457842869, 18.047924359639484, 40.93528620402018)
(11.077407564435687, 27.872948503843155, 18.026812144688197, 40.809920174734934)
(11.116152048110962, 27.84121779863414, 18.101269245147705, 40.85631275177002)
(11.11834520763821, 27.854141401609066, 18.007610109117294, 40.71704779730903)
(11.133424758911133, 27.834296834567645, 18.056015014648438, 40.78949127197266)
(11.033417268232865, 27.852050651692288, 17.93915471163663, 40.741879203102805)
(10.999505519866943, 27.823923251696346, 17.871720949808758, 40.730675061543785)
(11.029683956733116, 27.86746389539888, 17.934357716487003, 40.70975024883564)
(11.011889287403651, 27.883189979330332, 17.88960702078683, 40.616394315447124)
(10.983193842569987, 27.875824103805407, 17.874429575602214, 40.545118459065755)
(10.976876199245453, 27.893912588353686, 17.854938983917236, 40.46800899505615)
(10.912972814896527, 27.861485702700662, 17.73560843748205, 40.33934985890108)
(10.897670798831516, 27.865002930613727, 17.713145309024387, 40.40183236863878)
(10.953475123957583, 27.87229703478502, 17.762931873923854, 40.45756149291992)
(10.951297044754028, 27.881576652493777, 17.731552934646608, 40.362060356140134)
(11.004450162251791, 27.888927229148397, 17.781317165919713, 40.4345334370931)
(10.982967094941573, 27.85260064997508, 17.766791473735463, 40.39448634060946)
(10.99943615042645, 27.881528948500637, 17.766547949417777, 40.35075560860012)
(10.987350126107534, 27.90194500542204, 17.736015915870667, 40.37142610549927)
(10.989290981292724, 27.915066363470732, 17.74307071685791, 40.429833221435544)
(10.998642077812782, 27.917050205187234, 17.721516352433426, 40.40724020737868)
(11.00348566196583, 27.894914315093075, 17.736177338494194, 40.41191835756655)
(11.000120963369097, 27.888095675434535, 17.7228878225599, 40.4536646434239)
(11.012472777531064, 27.893444948731407, 17.721376517723346, 40.48037548722892)
(11.016948477427166, 27.897446515785823, 17.7533153851827, 40.50085894266764)
(11.007605860310216, 27.860740010246367, 17.763326306496896, 40.52523926765688)
