,name,loss,acc
0,married,0.20139698904068742,0.6885245901639344
1,income_group,0.8154805292848681,0.08196721311475409
2,high.educ_group,0.28251823050076846,0.1721311475409836
3,female,0.07556722984939325,0.7950819672131147
4,race.ethnicity,0.16757761845823194,0.7786885245901639
5,BMI_norm,0.6684382079077549,11.752220278880635
6,age_norm,3.411430734102843,190.82652407786884
7,vol_norm,7.087823086097592,7.111939977426998
8,weight_norm,14.63963843173668,7962.623975409836
9,height_norm,19.32423876152664,192.08046234631146
10,nihtbx_fluidcomp_uncorrected_norm,0.8176596594638512,0.6132954456767098
11,nihtbx_cryst_uncorrected_norm,4.799556044281506,2.9541210737384733
12,nihtbx_pattern_uncorrected_norm,10.17276451235912,9.155074322809938
13,nihtbx_picture_uncorrected_norm,0.8314177091004419,0.7627249545738345
14,nihtbx_list_uncorrected_norm,11.668367979956455,9.239504954853995
15,nihtbx_flanker_uncorrected_norm,2.282013189597208,1.8776756661837217
16,nihtbx_picvocab_uncorrected_norm,5.616847304047131,3.629434804447362
17,nihtbx_cardsort_uncorrected_norm,14.779839187371927,12.703666311795594
18,nihtbx_totalcomp_uncorrected_norm,2.206664288630251,1.365588704093558
19,nihtbx_reading_uncorrected_norm,41.671622854764344,30.624997998847338
