,name,loss,acc
0,income_group,0.2501175256611539,0.3026421136909528
1,female,0.06884356972882993,0.734187349879904
2,race.ethnicity,0.1413605249433922,0.5788630904723779
3,high.educ_group,0.060177646511740644,0.8654923939151321
4,married,0.18170338272571182,0.3378702962369896
5,BMI_norm,2.646091678029924,46.52255867193755
6,age_norm,0.9249179617131205,51.7374993744996
7,vol_norm,0.692139551484938,0.6944946093593625
8,weight_norm,2.953183836131405,1606.2621096877501
9,height_norm,0.9985739568217074,9.925694461819456
10,nihtbx_fluidcomp_uncorrected_norm,1.2481030723015913,0.9361545877326861
11,nihtbx_cryst_uncorrected_norm,1.2449660900595476,0.7662746408063951
12,nihtbx_pattern_uncorrected_norm,1.0933785114028722,0.9839956926478683
13,nihtbx_picture_uncorrected_norm,1.012105582903823,0.9284840958704463
14,nihtbx_list_uncorrected_norm,1.127821300008757,0.8930561441340572
15,nihtbx_flanker_uncorrected_norm,1.4643447179618696,1.2048850994858387
16,nihtbx_picvocab_uncorrected_norm,1.5577681872060147,1.006582023431245
17,nihtbx_cardsort_uncorrected_norm,1.0396321940364792,0.8935917288518315
18,nihtbx_totalcomp_uncorrected_norm,1.1871194221001802,0.734646066462545
19,nihtbx_reading_uncorrected_norm,1.2300222990892715,0.9039581274394516
