,name,best_loss_test,best_acc_test,best_loss_val,best_acc_val,best_acc_epochs,best_loss_epochs
0,income_group,0.30953327114816853,0.20416333066453163,0.29677513983843323,0.2345876701361089,0,0
1,high.educ_group,0.062487465558384206,0.8702962369895917,0.05526640550721827,0.8815052041633307,0,0
2,race.ethnicity,0.22806289465165883,0.2674139311449159,0.22822967846933798,0.2690152121697358,0,0
3,married,0.18366898108330415,0.4307445956765412,0.18732683901027072,0.45716573258606885,0,0
4,female,0.21369048363690954,0.4899919935948759,0.20068250645438226,0.5164131305044035,0,0
5,BMI_norm,4.449546355834668,78.23019665732586,4.417318620521417,77.66359337469976,0,0
6,age_norm,1.9761590522417933,110.54119545636509,1.9822137006480185,110.87985388310649,0,0
7,vol_norm,10.656002927341873,10.69226474929944,10.22785024894916,10.262649181845477,0,0
8,weight_norm,4.711181445156125,2562.4517614091274,4.872458122748198,2650.1709367493995,0,0
9,height_norm,1.7904927457591073,17.797261246497197,1.7369147270941754,17.26470395066053,0,0
10,nihtbx_fluidcomp_uncorrected_norm,1.3645537523769016,1.0234997568367195,1.3503829430732086,1.012871039018715,0,0
11,nihtbx_cryst_uncorrected_norm,1.1059112915332265,0.6806873232961369,1.0985951847415432,0.6761844045548939,0,0
12,nihtbx_pattern_uncorrected_norm,1.3733367553417735,1.2359467652246798,1.3863776568129504,1.2476837915645016,0,0
13,nihtbx_picture_uncorrected_norm,1.8302063525820655,1.6789926081490192,1.7919439066878502,1.6438920667784227,0,0
14,nihtbx_list_uncorrected_norm,1.2743752619282926,1.0091041583266613,1.1596751033639412,0.9182797409802842,0,0
15,nihtbx_flanker_uncorrected_norm,1.3283341516963572,1.092973890831415,1.279037096864992,1.0524112649494595,0,0
16,nihtbx_picvocab_uncorrected_norm,1.1979486909840373,0.7740777583003903,1.1125103207566054,0.718870115623749,0,0
17,nihtbx_cardsort_uncorrected_norm,1.0236645370984288,0.8798666863178043,1.081734137309848,0.9297787839646717,0,0
18,nihtbx_totalcomp_uncorrected_norm,1.042208278341423,0.6449681718030674,1.0330655149119294,0.6393096899394516,0,0
19,nihtbx_reading_uncorrected_norm,1.376958109456315,1.0119437346752402,1.418908173413731,1.0427729879215872,0,0
